#user_id_fingerprint	#actor_id_fingerprint	#post_id_fingerprint	#post_timestamp	#action_timestamp	#user_timezone
1202276955820070505	-5863678097373025624	-8432208685017812922	1413331198002	1413332851000	Korea Standard Time
1202276955820070505	-938034422751488410	-8432208685017812922	1413331198002	1413332038999	Korea Standard Time
1202276955820070505	4506491480053708766	-8432208685017812922	1413331198002	1413333386998	Korea Standard Time
1202276955820070505	-217724824745538173	-8432208685017812922	1413331198002	1413342190000	Korea Standard Time
1202276955820070505	-5728435044364681642	-8432208685017812922	1413331198002	1413342060999	Korea Standard Time
1202276955820070505	-5106507909018315696	-8432208685017812922	1413331198002	1413334138999	Korea Standard Time
1202276955820070505	239564851746188075	-8432208685017812922	1413331198002	1413347345001	Korea Standard Time
1202276955820070505	7132784987797437596	-8432208685017812922	1413331198001	1413333540999	Korea Standard Time
8131007418801685480	7014849871116638707	-1781058472256355341	1413331198001	1413353371001	Eastern Standard Time
1202276955820070505	-8041049850262674742	-8432208685017812922	1413331198001	1413364945999	Korea Standard Time
1202276955820070505	2445322603091097187	-8432208685017812922	1413331198001	1413336858000	Korea Standard Time
1202276955820070505	-1798111859635836440	-8432208685017812922	1413331198001	1413332742998	Korea Standard Time
7770076985518685097	6605815516358484985	5231219706036392196	1413331198001	1413331674001	Central European Time
1202276955820070505	8124620962219796711	-8432208685017812922	1413331198001	1413333766001	Korea Standard Time
1202276955820070505	-5471395203822273801	-8432208685017812922	1413331198001	1413357492999	Korea Standard Time
8131007418801685480	1227771559083922604	-1781058472256355341	1413331198001	1413353938998	Eastern Standard Time
1202276955820070505	-1827004042038468256	-8432208685017812922	1413331198001	1413342094999	Korea Standard Time
1202276955820070505	973625418021349632	-8432208685017812922	1413331198001	1413345309001	Korea Standard Time
5085799520401766453	1367583764913957402	-4422891371250242315	1413331198001	1413331604998	Venezuela Time
1202276955820070505	2073068930304369518	-8432208685017812922	1413331198001	1413336034999	Korea Standard Time
-3107962047217958124	5988313773798236768	-3947162720726844817	1413331198001	1413331260999	Central Standard Time
1202276955820070505	1221591705230823839	-8432208685017812922	1413331198001	1413350503001	Korea Standard Time
8131007418801685480	-7735819468785331581	-1781058472256355341	1413331198001	1413414828999	Eastern Standard Time
5085799520401766453	2069712650531460890	-4422891371250242315	1413331198001	1413331647999	Venezuela Time
1202276955820070505	-4449365396605574734	-8432208685017812922	1413331198001	1413332958001	Korea Standard Time
1202276955820070505	323150889261388525	-8432208685017812922	1413331198001	1413358069999	Korea Standard Time
1202276955820070505	-1849725183840321075	-8432208685017812922	1413331198001	1413358361999	Korea Standard Time
1202276955820070505	5051076649592712398	-8432208685017812922	1413331198001	1413333365998	Korea Standard Time
-3107962047217958124	-2308735125559015156	-3947162720726844817	1413331198001	1413331463999	Central Standard Time
1202276955820070505	-8821202442294761078	-8432208685017812922	1413331198001	1413337467999	Korea Standard Time
1202276955820070505	4990872033767298293	-8432208685017812922	1413331198001	1413333253998	Korea Standard Time
1202276955820070505	6692814663234525225	-8432208685017812922	1413331198001	1413342619000	Korea Standard Time
1202276955820070505	-7080893918845630198	-8432208685017812922	1413331198001	1413332794999	Korea Standard Time
1202276955820070505	3922685272815884863	-8432208685017812922	1413331198001	1413333263999	Korea Standard Time
8131007418801685480	-2878060671218590579	-1781058472256355341	1413331198001	1413344566001	Eastern Standard Time
-3107962047217958124	-4935416902435761603	-3947162720726844817	1413331198001	1413331808000	Central Standard Time
1202276955820070505	-2629286161680278257	-8432208685017812922	1413331198001	1413346048999	Korea Standard Time
1202276955820070505	-4155988384618134463	-8432208685017812922	1413331198001	1413335326999	Korea Standard Time
-3107962047217958124	-6340574440328273898	-3947162720726844817	1413331198001	1413332673000	Central Standard Time
417902817740243212	-8697263057208275091	-1190925758753147321	1413331198001	1413347081001	\N
-3107962047217958124	-8041033164719369758	-3947162720726844817	1413331198001	1413338366000	Central Standard Time
1202276955820070505	3496716332477227860	-8432208685017812922	1413331198001	1413333154998	Korea Standard Time
1202276955820070505	-7359958438505299478	-8432208685017812922	1413331198001	1413332832998	Korea Standard Time
8719478020384523103	4357407804533696803	5919979757335356948	1413331198001	1413331667000	Pacific Standard Time
-3107962047217958124	-1386609363116554360	-3947162720726844817	1413331198001	1413334761001	Central Standard Time
1202276955820070505	6449560672451989865	-8432208685017812922	1413331198001	1413331781998	Korea Standard Time
